5	1530	935	9	8	15	20024	20025	20026
5	1530	941	9	8	15	20024	20025	20026
5	1530	949	9	8	15	20024	20025	20026
5	1530	956	9	8	15	20024	20025	20026
5	1530	963	9	8	15	20024	20025	20026
5	1530	970	9	8	15	20024	20025	20026
5	1530	977	9	8	15	20024	20025	20026
5	1530	921	9	8	15	20024	20025	20026
5	1530	984	9	8	15	20027	20028	20029


#pink

5	260	950	9	9	5	20011	20012	20013
5	260	957	9	8	5	20014	20015	20016
5	260	964	9	8	5	20014	20015	20016
5	260	971	9	8	5	20014	20015	20016
5	260	978	9	8	5	20014	20015	20016
5	260	984	9	8	5	20017	20018	20019

5	530	912	9	9	8	20011	20012	20013
5	530	919	9	8	8	20014	20015	20016
5	530	926	9	8	8	20014	20015	20016
5	530	933	9	8	8	20014	20015	20016
5	530	940	9	8	8	20014	20015	20016
5	530	947	9	8	8	20014	20015	20016
5	530	950	9	8	8	20014	20015	20016
5	530	957	9	8	8	20014	20015	20016
5	530	964	9	8	8	20014	20015	20016
5	530	971	9	8	8	20014	20015	20016
5	530	978	9	8	8	20014	20015	20016
5	530	984	9	8	8	20017	20018	20019

5	1490	926	9	9	15	20011	20012	20013
5	1490	933	9	8	15	20014	20015	20016
5	1490	940	9	8	15	20014	20015	20016
5	1490	947	9	8	15	20014	20015	20016
5	1490	950	9	8	15	20014	20015	20016
5	1490	957	9	8	15	20014	20015	20016
5	1490	964	9	8	15	20014	20015	20016
5	1490	971	9	8	15	20014	20015	20016
5	1490	978	9	8	15	20014	20015	20016
5	1490	984	9	8	15	20017	20018	20019

#GREEN
5	450	950	9	8	11	20034	20035	20036
5	450	945	9	9	11	20031	20032	20033
5	450	957	9	8	11	20034	20035	20036
5	450	964	9	8	11	20034	20035	20036
5	450	971	9	8	11	20034	20035	20036
5	450	978	9	8	11	20034	20035	20036
5	450	984	9	8	11	20037	20038	20039

5	580	957	9	9	15	20031	20032	20033
5	580	965	9	8	15	20034	20035	20036
5	580	971	9	8	15	20034	20035	20036
5	580	978	9	8	15	20034	20035	20036
5	580	984	9	8	15	20037	20038	20039

5	1460	957	9	9	15	20031	20032	20033
5	1460	965	9	8	15	20034	20035	20036
5	1460	971	9	8	15	20034	20035	20036
5	1460	978	9	8	15	20034	20035	20036
5	1460	984	9	8	15	20037	20038	20039

#BRICK_DECOR
1	1750	910	1
1	1765	910	1

1	1821	979	1
1	1836	979	1
1	1851	979	1
1	1851	964	1
1	1836	964	1
1	1851	949	1

1	1927	979	1
1	1942	979	1
1	1957	979	1
1	1927	964	1
1	1942	964	1
1	1927	949	1

#BRICK_PSWITCH
#1	2200	980	3
#1	2216	980	3
#1	2232	980	3
#1	2248	980	3
#1	2264	980	3
#1	2280	980	3
#1	2296	980	3

#1	2216	964	3
#1	2232	964	3
#1	2248	964	3
#1	2264	964	3
#1	2280	964	3

#1	2232	948	3
#1	2248	948	3
#1	2264	948	3
#1	2280	948	3


#coin
4	1250	820
4	1270	890
4	1290	860
4	1310	830

#plant red
12	410	957

#pipe with piranha
7	410	964
7	2060	978
7	2130	964
# BRICKS_QUES
8	195	935	1
8	210	935	1
8	245	895	1
8	260	895	2
8	275	90	2
8	480	895	1

8	781	961	2
8	827	928	1
8	1705	948	2



#ground
5	15	1000	20	25	37	20051	20052	20053
1	753	981	0
5	753	990	17	41	28	20054	20055	20056
5	1309	1000	20	25	22	20051	20052	20053
5	1790	1000	20	25	4	20051	20052	20053
5	1930	1000	20	25	37	20051	20052	20053
#koopa
13	640	870	1

#Goomba
2	250	975	0
2	550	975	0
2	970	945	0
2	1020	945	0
2	1080	945	1


15	2200	948	1
15	2280	948	0
# MARIO
0	2200	870



#Portal 
#50	300	120	316	140	2

