12522	425	80	440	95	0

#########################  RACCOON ############################
#IDLE LEFT - RIGHT
14111	182	634	203	661	0
14121	242	634	263	661	0

#WALK LEFT
14211	151	634	174	661	0
14212	122	634	143	661	0

#WALK RIGHT
14221	271	634	294	661	0
14222	302	634	323	661	0


#RUN (WALK + A ) HOLDING L
14241	181	793	204	822	0
14242	151	793	174	822	0
14243	122	794	143	821	0

#RUN (WALK + A ) HOLDING R
14251	241	793	264	822	0
14252	271	793	294	822	0
14253	302	794	323	821	0

#RUN LEFT
14311	91	634	114	661	0
14312	61	634	84	661	0
14313	32	634	53	661	0

#RUN RIGHT
14321	331	634	354	661	0	
14322	361	634	384	661	0
14323	392	634	413	661	0

#JUMP WALK LEFT & RIGHT
14412	31	754	54	780	0
14416	391	754	414	780	0

#JUMP RUN LEFT 
14423	91	714	114	740	0
14424	61	714	84	741	0
14425	61	754	84	780	0

#JUMP RUN RIGHT
14427	331	714	354	740	0
14428	361	714	384	741	0
14429	361	754	384	780	0

#FLY FALL LEFT & RIGHT

# BACK & FRONT 
14501	215	674	230	701	0
14502	215	633	230	662	0
#SIT LEFT & RIGHT  
14511	32	683	53	697	0
14521	426	239	439	256	0

#BRACE  LEFT & RIGHT
14611	5	633	20	662	0
14621	425	633	440	662	0

#KICH l & r 
14612	2	754	24	781	0
14622	421	754	443	781	0






# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
400	11121	100
401	11111	100

#WALKING RIGHT & LEFT 
500	11121	100	11222	100	11223	100
501	11111	100	11212	100	11213	100

#RUNNING RIGHT & LEFT
600	11321	50	11322	50	11323	50
601	11311	50	11312	50	11313	50

#RUN (WALK + A ) HOLDING L & R
610	11331	100	11332	100
611	11341	100	11342	100


#JUMP HOLDING L & R
620	11332	100
621	11342	100

#JUMP WALK
700	11417	100
701	11413	100

#JUMP RUN
800	11427	100
801	11423	100


#NOT_JUMP_WALK
810	11213	100
811	11223	100

#SIT RIGHT & LEFT 
900	11521	100
901	11511	100

#BRACE RIGHT & LEFT 
1000	11621	100
1001	11611	100

#KICH L & R
1002	11631	100
1003	11641	100
#DIE
999	13001	100

################### SMALL #################
1100	12121	100
1102	12111	100


#WALK LEFT & RIGHT 
1200	12121	100	12222	100	12223	100
1201	12111	100	12212	100	12213	100

#RUN LEFT & RIGHT
1300	12321	100	12322	100	12323	100
1301	12311	100	12312	100	12313	100

#RUN (WALK + A ) HOLDING L & R
1310	12241	100	12242	100
1311	12251	100	12252	100

#JUMP HOLDING L & R
1320	12242	100
1321	12252	100

#BRACE LEFT & RIGHT
1401	12511	100
1400	12521	100

#JUMP WALK
1500	12417	100
1501	12413	100

#JUMP RUN 
1601	12423	100
1600	12427	100

#NOT_JUMP_WALK
1610	12223	100
1611	12213	100

#KICH L & R
1410	12512	100
1411	12522	100

################### RACCOON #################

#IDLE
2000	14121	100
2001	14111	100

#RUN L & R
2011	14311	100	14312	100	14313	100
2010	14321	100	14322	100	14323	100

#WALK LEFT & right
2101	14111	100	14211	100	14212	100
2100	14121	100	14221	100	14222	100

#RUN (WALK + A ) HOLDING L & R
2110	14241	50	14242	50	14243	50
2111	14251	50	14252	50	14253	50

#HOLDING JUMP
2112	14243	100
2113	14253	100
#JUMP WALK LEFT & RIGHT
2301	14412	100
2300	14416	100

#NOT JUMP WALK LEFT & RIGHT
2311	14212	100
2310	14222	100

#JUMP RUN LEFT & RIGHT




#SIT LEFT & RIGHT 
2501	14511	100
2500	14521	100

#KICH L & R
2510	14612	100
2511	14622	100

#QUET DUOI TU L -> R , R -> L
2520	14311	100	14502	100	14321	100	14501	100
2521	14321	100	14502	100	14311	100	14501	100
#BRACE  LEFT & RIGHT
2601	14611	100
2600	14621	100
